sop_class_name,validator,message_class_id,severity_as_emitted,objects,family,message_template,adjudication1_raw,adjudication1,adjudication1_strict,citation_section1,pre_disclosed,adjudication2,citation_section2,citation_table2,rationale2,rule2,net1,net2,consensus,agreed
comprehensive_sr,dicom-validator,8dc8a5d952b4,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-141.469970703125' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-141.469970703125' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,ad3fae73e861,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-142.962646484375' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-142.962646484375' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,d9c413abff50,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-92.1058959960938' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-92.1058959960938' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,e238974e6200,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-136.494018554688' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-136.494018554688' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,ed6b476a5b73,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-134.732666015625' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-134.732666015625' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,f1504597a2a1,ERROR,2,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-182.543884277344' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-182.543884277344' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,034510af6598,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-20.9912719726562' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-20.9912719726562' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,038fe2e7c33b,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-118.852478027344' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-118.852478027344' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,04839b1b0441,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-4.80670166015625' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-4.80670166015625' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,05d0e7848629,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-15.0381469726562' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-15.0381469726562' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,065df1766e3b,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-18.0350952148438' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-18.0350952148438' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,08d7d4d99e7b,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-210.503845214844' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-210.503845214844' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,09fb5320fa81,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.8285522460938' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.8285522460938' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,0a1be543fbfc,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-117.071105957031' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-117.071105957031' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,0a4d2a1e80ba,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-44.1425170898438' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-44.1425170898438' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,0ae258a1be82,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-27.7884521484375' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-27.7884521484375' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,0d2889f9bcb2,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-134.719970703125' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-134.719970703125' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,10dae521a439,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-131.106384277344' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-131.106384277344' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,1477b80cd3e3,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.4833374023438' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.4833374023438' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,1bd77252cac3,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-10.2101440429688' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-10.2101440429688' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,1da3f0148000,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-148.179992675781' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-148.179992675781' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,1fe0a4144116,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-6.89801025390625' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-6.89801025390625' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,20ae2ac92776,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-102.710510253906' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-102.710510253906' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,20c437945ae8,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-15.4049682617188' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-15.4049682617188' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,22736fbdbb6f,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-12.5631103515625' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-12.5631103515625' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,2357709393f1,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-126.083801269531' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-126.083801269531' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,24a573cd9bb4,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.6868286132812' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.6868286132812' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,24fabdadbf30,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-25.9942626953125' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-25.9942626953125' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,253dcd8305da,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.4974365234375' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-34.4974365234375' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,2586623730a6,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-51.5743408203125' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-51.5743408203125' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,25bf6e1dd3bf,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-173.108093261719' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-173.108093261719' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
comprehensive_sr,dicom-validator,2eda5b46716c,ERROR,1,Module <SR Document Content> (TAG) (Content Sequence) [xN] / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-189.324584960938' for VR DS,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-189.324584960938' for VR DS,NET,NET,NET,PS3.5 Section 6.2 Value Representation,False,UNDECIDABLE,addendum 02 section 2,,"dicom-validator 0.8.2 emits no severity levels and demotes unparseable 1C and 2C conditions to Type 3, so it fails open and is registered as a second opinion rather than a rate source. A finding of its own that no cited rule resolves stays undecidable.",dicom-validator default,True,False,UNDECIDABLE,False
