id,section,section_title,claim,status,status_note,value,sop_class,n,denominator,floor,dropped,validator,validator_version,command,source_file,derived_from,external_source,pinned_by_test,supersedes,superseded_by,retired_reason,idc_index_version,date,verified_on,hardware,notes
C-RWV-06,P2C,"Phase 2 census, non-Segmentation classes","The dciodvfy DICOMDIR warning, raised on every object of both Track C classes, is not a statement about IOD conformance. Study ID is Type 1 in a STUDY directory record and Type 2 in the General Study Module.",VERIFIED,The Basic Directory IOD is built by media interchange software. The instance is not non-conformant for failing to satisfy a directory key.,"PS3.3 Table F.5-2 makes Study ID (0020,0010) Type 1 in a STUDY directory record; PS3.3 Table C.7-3 makes it Type 2 in the General Study Module, ""User or equipment generated Study identifier.""",Real World Value Mapping Storage and Key Object Selection Document Storage,60,60,this row is the floor,"nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/adjudication_rwv_kos.csv,,"DICOM PS3.3 Section F.5.2 Table F.5-2 and Section C.7.2.1 Table C.7-3, PS3 2026c, dicom.nema.org current output, retrieved 2026-08-02",tests/test_adjudicate_rwv_kos.py::test_every_message_class_is_adjudicated,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-RWV-07,P2C,"Phase 2 census, non-Segmentation classes","The Retired Person Name form warning is a plausibility complaint, not a conformance finding. A PN value carrying only the family name complex is what the VR definition permits.",VERIFIED,"Thirty message class ids across the two classes, one construct. The validator embeds the patient value in the message, so the census hashes one id per distinct value.","PS3.5 Table 6.2-1, PN: ""Trailing null components and their delimiters may be omitted.""",Real World Value Mapping Storage and Key Object Selection Document Storage,60,60,this row is the floor,"nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/adjudication_rwv_kos.csv,,"DICOM PS3.5 Section 6.2, Table 6.2-1, PS3 2026c, dicom.nema.org current output, retrieved 2026-08-02",tests/test_adjudicate_rwv_kos.py::test_every_message_class_is_adjudicated,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-KOS-01,P2C,"Phase 2 census, non-Segmentation classes","Every Key Object Selection Document object in IDC v24 carries a net error class: Manufacturer (0008,0070) is absent from a General Equipment Module that Table A.35.4-1 makes Mandatory.",MEASURED,"Absent, not zero length. The census records the three states separately and records absent on all 40 objects.","dciodvfy Error triple, gross 40, floor 0, net 40 of 40 objects, net 100.0 percent",Key Object Selection Document Storage,40,40,"the floor is the adjudication itself: FLOOR, NOT-IOD and PLAUSIBILITY classes are named in results/phase2/adjudication_rwv_kos.csv and subtracted from gross to give net","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/net_rates_rwv_kos.md,"P2C-02,P2C-03",,tests/test_adjudicate_rwv_kos.py::test_the_triples_are_pinned,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-KOS-02,P2C,"Phase 2 census, non-Segmentation classes","dicom-validator reaches the same net finding on the same 40 Key Object Selection Document objects, independently of dciodvfy.",MEASURED,"dicom-validator emits no severity of its own. ERROR is the section header it groups the finding under, recorded as the severity as emitted.","dicom-validator ERROR triple, gross 40, floor 0, net 40 of 40 objects, net 100.0 percent",Key Object Selection Document Storage,40,40,"the floor is the adjudication itself: FLOOR, NOT-IOD and PLAUSIBILITY classes are named in results/phase2/adjudication_rwv_kos.csv and subtracted from gross to give net","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dicom-validator,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/net_rates_rwv_kos.md,P2C-02,,tests/test_adjudicate_rwv_kos.py::test_the_triples_are_pinned,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-KOS-03,P2C,"Phase 2 census, non-Segmentation classes",Key Object Selection Document Storage has no net warning class. Every warning class is NOT-IOD or PLAUSIBILITY.,MEASURED,The whole warning gross is the DICOMDIR advice plus the Person Name form heuristic.,"dciodvfy Warning triple, gross 40, floor 40, net 0 of 40 objects",Key Object Selection Document Storage,0,40,"the floor is the adjudication itself: FLOOR, NOT-IOD and PLAUSIBILITY classes are named in results/phase2/adjudication_rwv_kos.csv and subtracted from gross to give net","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/net_rates_rwv_kos.md,P2C-02,,tests/test_adjudicate_rwv_kos.py::test_the_triples_are_pinned,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-KOS-04,P2C,"Phase 2 census, non-Segmentation classes","Manufacturer (0008,0070) is Type 2 in the General Equipment Module and that module is Mandatory in the Key Object Selection Document IOD, so an absent Manufacturer violates a stated requirement.",VERIFIED,Type 2 means present and possibly zero length. Absent is neither.,"PS3.3 Table A.35.4-1 Equipment IE row ""General Equipment, C.7.5.1, M""; PS3.3 Table C.7-8 Manufacturer (0008,0070) Type 2, ""Manufacturer of the equipment that produced the Composite Instances.""",Key Object Selection Document Storage,40,40,"not applicable, this row is a reading of the standard rather than a rate","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated","dciodvfy and dicom-validator, agreeing",dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/adjudication_rwv_kos.csv,,"DICOM PS3.3 Section A.35.4.3 Table A.35.4-1 and Section C.7.5.1 Table C.7-8, PS3 2026c, dicom.nema.org current output, retrieved 2026-08-02",tests/test_adjudicate_rwv_kos.py::test_no_net_without_a_section_and_a_table,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,
C-RWV-08,P2C,"Phase 2 census, non-Segmentation classes",Real World Value Mapping Storage does not meet the PRE-05 test for a substantial conformance failure. Both of its two conditions fail.,DERIVED,"Both numbers are reported, including the second, which is not reached in practice once the first fails.","(a) net error-class rate 0.0 percent of 20 objects, threshold 5.0, not exceeded; (b) collection-level median net rate 0.0 percent across 1 collection, threshold 5.0, not exceeded",Real World Value Mapping Storage,0,20,"the floor is the adjudication itself: FLOOR, NOT-IOD and PLAUSIBILITY classes are named in results/phase2/adjudication_rwv_kos.csv and subtracted from gross to give net","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy and dicom-validator,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/net_rates_rwv_kos.md,"C-RWV-01,C-RWV-03,C-RWV-04,PRE-05",,tests/test_adjudicate_rwv_kos.py::test_pre05_inputs_are_pinned,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,"The class sits in one IDC collection, ct_vs_pet_ventilation_imaging, so the collection-level median is that collection's rate and is not a distribution."
C-KOS-05,P2C,"Phase 2 census, non-Segmentation classes","Key Object Selection Document Storage meets the PRE-05 test for a substantial conformance failure. Both of its two conditions hold, at 100 percent.",DERIVED,"This is the strongest form the test can return: every object in the stratum, and the single collection's median equal to the object rate.","(a) net error-class rate 100.0 percent of 40 objects, threshold 5.0, exceeded; (b) collection-level median net rate 100.0 percent across 1 collection, threshold 5.0, exceeded",Key Object Selection Document Storage,40,40,"the floor is the adjudication itself: FLOOR, NOT-IOD and PLAUSIBILITY classes are named in results/phase2/adjudication_rwv_kos.csv and subtracted from gross to give net","nothing. Both classes are complete, 20 of 20 and 40 of 40 series, and every distinct message class recorded for them is adjudicated",dciodvfy and dicom-validator,dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.adjudicate_rwv_kos,results/phase2/net_rates_rwv_kos.md,"C-KOS-01,C-KOS-02,C-KOS-04,PRE-05",,tests/test_adjudicate_rwv_kos.py::test_pre05_inputs_are_pinned,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,"The class sits in one IDC collection, qin_breast_dce_mri, so the collection-level median is that collection's rate and is not a distribution. The finding is a single defect repeated by a single writer, not 40 independent failures, and it is reported as such."
D-01,P2D,"Track D, GSPS dcmpschk column re-closed",dcmpschk passes every Grayscale Softcopy Presentation State object in the archive census.,MEASURED,Exit status was not used: the verdict is parsed from the text.,"dcmpschk emits 'Test passed.' on 1,086 of 1,086 GSPS objects and emits 0 findings in total",Grayscale Softcopy Presentation State Storage,1086,1086,"no dcmpschk floor exists: Phase 1 emitted no presentation state fixture and did not run dcmpschk, so there is no known-good GSPS object to measure one against. The quoted rate is a pass rate and the finding count it would be subtracted from is zero","nothing: all 1,086 GSPS series in the census manifest were fetched, validated and deleted, 0 unresolved fetch failures and 0 read failures, 195 series recovered on retry; 422 repeat records resolved to one per series on read, from a second copy of the run appending to the same file and from retrying the failed fetches, with a success superseding a failure for the same series. Only dcmpschk was re-run: the dciodvfy and dicom-validator columns for this class were not touched by the defect and are read back from the census outputs",dcmpschk,"dcmtk dcmpschk 3.7.0, dcmtk-3.7.0-win64-dynamic",python -m colophon.gsps_dcmpschk --run --report,results/phase2/gsps_dcmpschk.csv,,,tests/test_gsps_dcmpschk.py::test_pass_count_is_pinned,,,,v24,2026-08-02T08:03:33Z,2026-08-02,,
D-02,P2D,"Track D, GSPS dcmpschk column re-closed","The census recorded a dcmpschk pass as a warning class on every GSPS object, because the tool prefixes its own verdict with a severity letter.",MEASURED,"Fixed in colophon.census.parse_dcmpschk, which this track calls, so the rule has one implementation.","dcmpschk writes 'W: Test passed.'; the census filter tested for a line beginning 'Test passed' and recorded the pass as a warning class on 1,086 objects",Grayscale Softcopy Presentation State Storage,1086,1086,"no dcmpschk floor exists: Phase 1 emitted no presentation state fixture and did not run dcmpschk, so there is no known-good GSPS object to measure one against. The quoted rate is a pass rate and the finding count it would be subtracted from is zero",nothing,dcmpschk,"dcmtk dcmpschk 3.7.0, dcmtk-3.7.0-win64-dynamic",python -m colophon.gsps_dcmpschk --run --report,results/phase2/census_message_classes.csv,D-01,,tests/test_gsps_dcmpschk.py::test_pass_line_is_never_a_finding,,,,v24,2026-08-02T08:03:33Z,2026-08-02,,
D-03,P2D,"Track D, GSPS dcmpschk column re-closed","dcmpschk's banner line names its input file, and counted as a finding it gives every object a message class of its own.",MEASURED,"The banner text is a local temporary path, so it is a property of this harness rather than of the object.","the census recorded 1,087 distinct dcmpschk message classes for this SOP class, of which 1,086 were the banner 'Testing: <path>'; the banner is now recorded separately and 1,086 banner lines were seen across 1,086 objects",Grayscale Softcopy Presentation State Storage,1086,1086,"no dcmpschk floor exists: Phase 1 emitted no presentation state fixture and did not run dcmpschk, so there is no known-good GSPS object to measure one against. The quoted rate is a pass rate and the finding count it would be subtracted from is zero","nothing: the banner is recorded and counted, not discarded",dcmpschk,"dcmtk dcmpschk 3.7.0, dcmtk-3.7.0-win64-dynamic",python -m colophon.gsps_dcmpschk --run --report,results/phase2/gsps_dcmpschk.csv,D-02,,tests/test_gsps_dcmpschk.py::test_banner_is_not_a_finding,,,,v24,2026-08-02T08:03:33Z,2026-08-02,,
D-04,P2D,"Track D, GSPS dcmpschk column re-closed","On the same GSPS objects the three validators do not agree, and the disagreement runs in one direction.",MEASURED,Reported tool versus tool. No adjudication of which reading is correct is made or implied. The dciodvfy and dicom-validator counts are read back from the census outputs and were not recomputed.,"dcmpschk flags 0 of 1,086, dicom-validator flags 0 of 1,086, dciodvfy flags 1,086 of 1,086 across 172 distinct message classes",Grayscale Softcopy Presentation State Storage,1086,1086,"no dcmpschk floor exists: Phase 1 emitted no presentation state fixture and did not run dcmpschk, so there is no known-good GSPS object to measure one against. The quoted rate is a pass rate and the finding count it would be subtracted from is zero","nothing: all 1,086 GSPS series in the census manifest were fetched, validated and deleted, 0 unresolved fetch failures and 0 read failures, 195 series recovered on retry; 422 repeat records resolved to one per series on read, from a second copy of the run appending to the same file and from retrying the failed fetches, with a success superseding a failure for the same series. The dciodvfy and dicom-validator sides of the comparison cover all 1,086 objects and were not recomputed","dcmpschk, dciodvfy, dicom-validator",dcmtk dcmpschk 3.7.0; dicom3tools snapshot 20260701065818; dicom-validator 0.8.2 edition 2026c in process,python -m colophon.gsps_dcmpschk --run --report,"results/phase2/gsps_dcmpschk.csv, results/phase2/census_message_classes.csv",D-01,,tests/test_gsps_dcmpschk.py::test_cross_validator_direction,,,,v24,2026-08-02T08:03:33Z,2026-08-02,,
E-01,V,"Panel design, fixed before Phase 1","Segmentation Storage partitions into 21 strata by writing toolkit and analysis_result_id, and the mean cost of one series varies by a factor of 8,726 across them.",MEASURED,"The spread in cost per series, not the spread in series count, is what rules out a proportional allocation.","21 strata over 190,146 series and 18.58 TB; mean series size runs from 0.097 MB in not identifiable from index / tcga_sbu_til_maps to 847 MB in not identifiable from index / pan_cancer_nuclei_seg_dicom",Segmentation Storage,21,"190,146","not applicable, no validator involved","nothing, the strata partition the complete class","none, index metadata only",idc-index-data v24,python -m colophon.sample,results/phase0/seg_strata.csv,,,tests/test_sample.py::test_strata_partition,,,,v24,2026-08-02T07:34:37Z,,,
E-02,V,"Panel design, fixed before Phase 1","The registered minimum of n = 384 is carried from PRE-05 unchanged, and what it buys is computed rather than asserted.",DERIVED,"PRE-05 registers the number and its justification. This row reproduces both from code so the sizing can be checked without rerunning the argument, and it does not rederive the number or move it.",n = 384 gives a 95 percent Wilson half-width of 2.21 points at the PRE-05 threshold p = 0.05 and 4.98 points at the least favourable p = 0.50; the smallest n reaching 5 points at p = 0.50 is 381 by Wilson and 385 by the conventional Wald formula,Segmentation Storage,384,per published stratum,"not applicable, this row fixes a sample size rather than quoting a rate",nothing,"none, index metadata only",idc-index-data v24,python -m colophon.sample,results/pre06_sampling_frame.md,PRE-05,,tests/test_sample.py::test_registered_n_properties,,,,v24,2026-08-02T07:34:37Z,,,Strata of 30 to 383 report a rate with a Wilson interval and a below-registered-n flag. Under 30 reports counts only and never a rate.
E-03,V,"Panel design, fixed before Phase 1","The stratification absorbs the C3-12 provenance clustering completely, so the intracluster correlation for the conformance outcome has to be planned from a different measurement.",MEASURED,"The proxies are index-observable attribute-presence indicators, not conformance outcomes, and are labelled as proxies throughout. The reported intervals will use rho estimated from the realised sample, not this planning value.","the C3-12 encoder flag has exactly zero within-stratum variance in all 21 strata; across the 15 stratum by proxy pairs of attribute-presence defects that do vary, the collection-level rho runs 0.508 to 1.000 with a median of 0.919",Segmentation Storage,15,36 stratum by proxy pairs examined,"not applicable, no validator involved","stratum by proxy pairs with no within-stratum variation return no rho and are excluded from the median, which is 21 of 36","none, index metadata only",idc-index-data v24,python -m colophon.sample,results/phase0/seg_icc_proxies.csv,C3-12,,tests/test_sample.py::test_planning_icc,,,,v24,2026-08-02T07:34:37Z,,,"The measured median is used for sizing only. At that value the effective sample size of the frame is bounded by its stratum by collection cells rather than by its series, which is C3-12 arriving as a design consequence."
E-04,V,"Panel design, fixed before Phase 1","A post-floor failure rate is not defined for every stratum, because the Phase 1 floor is writer specific and Phase 1 emitted two writers.",DERIVED,,"150,983 of 190,146 Segmentation series, 79.4 percent, sit in strata written by dcmqi or highdicom and can carry a post-floor rate; the remaining 39,163, 20.6 percent, can carry a raw rate only",Segmentation Storage,"39,163","190,146","writer specific, from F1-01 and F1-02. That is the restriction this row states.",the PRE-05 threshold is defined above floor and therefore cannot be applied to the strata without one,"none, index metadata only",idc-index-data v24,python -m colophon.sample,results/pre06_sampling_frame.md,"F1-01, F1-02, PRE-05, W-01",,tests/test_sample.py::test_floor_coverage,,,,v24,2026-08-02T07:34:37Z,,,
E-05,V,"Panel design, fixed before Phase 1","One stratum cannot be given the registered minimum inside the disk budget, and the precision it loses is stated rather than absorbed.",DERIVED,,"not identifiable from index / pan_cancer_nuclei_seg_dicom: n = 75 of 6,074 series at 847 MB each, 62.05 GB, Wilson half-width at p = 5 percent widens from 2.21 to 5.29 points",Segmentation Storage,1,21,"not applicable, this row states a precision loss rather than a rate",no stratum is dropped and none falls below the 30 series needed to report a rate at all,"none, index metadata only",idc-index-data v24,python -m colophon.sample,results/pre06_sampling_frame.md,"PRE-05, P0-03",,tests/test_sample.py::test_every_stratum_has_a_rule,,,,v24,2026-08-02T07:34:37Z,,,
E-06,V,"Panel design, fixed before Phase 1","Under the measured planning correlation the effective sample size of the frame is bounded by its collections, not by its series.",DERIVED,"The clustered interval is quoted because it is the wider of the two. The design-based interval with the finite population correction is reported beside it and is the correct width for the only target this study claims, a count of non-conformant objects in one archive release.","at rho = 0.919 the design effect reaches 353 in the largest stratum, the 12 single-collection strata fall to an effective n of about 1.1, and the design-based half-width of 2.21 points becomes a clustered half-width of 10.0 to 40.0 points",Segmentation Storage,12,21,"not applicable, this row states an interval width rather than a rate",nothing,"none, index metadata only",idc-index-data v24,python -m colophon.sample,results/pre06_sampling_frame.md,"C3-12, C3-13, E-03",,tests/test_sample.py::test_clustering_dominates,,,,v24,2026-08-02T07:34:37Z,,,This licenses no inference about DICOM practice and none is made. Same scope statement as C3-12.
E-07,V,"Panel design, fixed before Phase 1","No draw and no fetch has occurred. The frame is fenced in code, not only in prose.",MEASURED,,"colophon.sample.EXECUTE is False; draw() and fetch_manifest() raise ExecutionBlocked; 0 Segmentation objects fetched, 0 bytes",Segmentation Storage,0,"190,146","not applicable, nothing was validated","everything, by design: the entire class is unfetched pending approval of PRE-06","none, index metadata only",idc-index-data v24,python -m colophon.sample,colophon/sample.py,,,tests/test_sample.py::test_execute_guard_blocks_a_draw,,,,v24,2026-08-02T07:34:37Z,,,
F2-01,F2,"Table 1, writer census from census output","The writer census recomputed from what the census read out of the objects, rather than inferred from the two equipment attributes the index carries.",MEASURED,"Attribution is by ImplementationClassUID (0002,0012) first, then ImplementationVersionName (0002,0013), then a ContributingEquipmentSequence item, with the deciding attribute recorded per row. The highdicom and PixelMed signatures were read out of those toolkits' own source; the DCMTK and dcm4che signatures are asserted from observed values and are labelled so.","Real World Value Mapping Storage: unresolved implementation 1.3.6.1.4.1.22213.1.143 / 0.5 20; Key Object Selection Document Storage: dcm4che 40; Grayscale Softcopy Presentation State Storage: unresolved implementation 1.3.6.1.4.1.22213.1.143 / 0.5 624, dcm4che 462; Parametric Map Storage: highdicom 691; Comprehensive SR Storage: unresolved implementation 1.3.6.1.4.1.22213.1.143 / 0.5 1,656, dcm4che 462; Comprehensive 3D SR Storage: highdicom 5,408; RT Structure Set Storage: unresolved implementation 1.3.6.1.4.1.22213.1.143 / 0.5 17,901, dcm4che 1,432, DCMTK 25","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage","28,721","28,721","not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,W-01,,tests/test_tables.py::test_object_counts_match_the_census,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,"The file meta names the library that serialised the dataset. It is not a claim about what produced the analysis, and for an archive that re-encodes on ingest it names the last writer rather than the first."
F2-02,F2,"Table 1, writer census from census output",Opening the files attributes a writer to the large majority of objects that the index-only rule could not attribute at all.,MEASURED,"This is the number the Phase 0 table said would have to be resolved in Phase 2, measured for the complete classes only.","11,128 of 28,721 objects carry equipment attributes that name no toolkit; the file meta names one for 8,423 of them","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage","8,423","11,128","not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,W-01,,tests/test_tables.py::test_no_incomplete_class_in_table1,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F2-03,F2,"Table 1, writer census from census output","Where both carriers name a toolkit, they disagree about who wrote the object more often than they agree.",MEASURED,An object is scored only when the toolkit named by the equipment attributes has a file-meta signature established independently of this corpus. Toolkits with no registered expectation are never scored either way.,"1,292 of 1,388 scored objects disagree: Comprehensive SR Storage declares PixelMed, file meta says unresolved implementation 1.3.6.1.4.1.22213.1.143 / 0.5, 1,292 objects","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage","1,292","1,388","not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,P2P-08,,tests/test_tables.py::test_disagreement_rests_on_a_registered_expectation,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,"Observation, not a resolution. Re-encoding on ingest and a different serialisation backend would both produce this and nothing measured here distinguishes them."
F2-04,F2,"Table 1, writer census from census output","One file-meta implementation identity carries several different declared producers, which is the shape a re-encoding step leaves behind.",MEASURED,"The identity is recorded verbatim and is not resolved to a toolkit. It is not any signature this project could read out of a toolkit's source, and naming it would be a guess.","1.3.6.1.4.1.22213.1.143 / 0.5 appears on 20,201 objects under 10 distinct declared Manufacturer and ManufacturerModelName pairs","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage",10,10,"not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,,,tests/test_tables.py::test_identity_spread_is_reported,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,"The reverse mapping holds too: Siemens Corporate Research / DIRS2, 1,242 objects, 2 file-meta writers; MIM Software Inc. / MIM, 563 objects, 2 file-meta writers; (empty) / (empty), 144 objects, 2 file-meta writers"
F2-05,F2,"Table 2, floor set per writer per message class","The Phase 1 floor set, presented per writer, per validator and per SOP class, with the cells dcmqi could not emit marked non-transferable.",MEASURED,Cells where a writer drew nothing are listed with zero rather than omitted. A floor of zero is the finding that makes a single scalar floor indefensible and an absent row would read as missing data.,"12 cells, 4 of them single-writer; 32 rows carrying a message class and 4 cells whose floor is zero",,4,12,this table is the floor; it does not quote a rate against one,"nothing. Six Phase 1 objects, both validators, every message class either writer drew. The corpus context column is bounded by the census snapshot named in the table and by the exclusion of Segmentation Storage from the census",,,python -m colophon.tables,results/manuscript/table2_floor_set.csv and results/manuscript/table2_floor_set.md,"F1-01, F1-04",,tests/test_tables.py::test_single_writer_cells_are_marked,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F2-06,F2,"Table 2, floor set per writer per message class","The SEG BINARY overlap under dicom-validator, recomputed from floor_set.csv for the manuscript table, is the corrected value and not the retired one.",MEASURED,"Recomputed from the CSV rather than parsed out of results/floor_overlap.md, so the manuscript table and the Phase 1 write-up cannot drift apart. Quoted to four places because three rounds it to 0.857 and hides that it is not 1.0, which is what F1-03-prev was retired for.","Jaccard 0.8571, 6 shared of 7 in the union","Segmentation Storage, BINARY",6,7,this table is the floor; it does not quote a rate against one,"nothing. Six Phase 1 objects, both validators, every message class either writer drew. The corpus context column is bounded by the census snapshot named in the table and by the exclusion of Segmentation Storage from the census",dicom-validator,"dicom-validator 0.8.2, edition 2026c",python -m colophon.tables,results/manuscript/table2_floor_set.csv and results/manuscript/table2_floor_set.md,"F1-03, F1-10",,tests/test_tables.py::test_seg_binary_jaccard_is_the_corrected_value,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F2-07,F2,"Table 2, floor set per writer per message class","Part of the Phase 1 fixture floor is drawn by corpus objects too, so those floor message classes are not artefacts of the fixture.",MEASURED,"A zero in the corpus column is not evidence of absence. Segmentation Storage is outside the census scope, so no Segmentation-only message class can appear there whatever its true frequency, and the snapshot is older than records.jsonl.","dciodvfy e4c7fa2d56f7: Grayscale Softcopy Presentation State Storage 462 of 1,086; Real World Value Mapping Storage 20 of 20; dicom-validator 095ddfcf33c6: Parametric Map Storage 691 of 691; dicom-validator 49e18e26dc42: Parametric Map Storage 691 of 691; dicom-validator 679be57db212: Parametric Map Storage 691 of 691; dicom-validator 93da22cb4196: Parametric Map Storage 691 of 691; dicom-validator d81147d20e87: Parametric Map Storage 691 of 691",,6,14,this table is the floor; it does not quote a rate against one,"nothing. Six Phase 1 objects, both validators, every message class either writer drew. The corpus context column is bounded by the census snapshot named in the table and by the exclusion of Segmentation Storage from the census",,,python -m colophon.tables,results/manuscript/table2_floor_set.csv and results/manuscript/table2_floor_set.md,"F1-01, P2C-02",,tests/test_tables.py::test_corpus_context_is_bounded,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F2-08,F2,"Table 1, writer census from census output","Table 1 covers only SOP classes the census has finished, and says which it excluded and how far they had got.",MEASURED,"Completeness is judged on series against the census manifest, not on objects, because the census skips a series it has already recorded. A class that is complete stays complete and its counts stay fixed while the rest of the census runs.","complete: Real World Value Mapping Storage 20 series; Key Object Selection Document Storage 40 series; Grayscale Softcopy Presentation State Storage 1,086 series; Parametric Map Storage 691 series; Comprehensive SR Storage 2,118 series; Comprehensive 3D SR Storage 5,408 series; RT Structure Set Storage 19,358 series; excluded: Enhanced SR Storage 54,223 of 262,883 series","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage",7,8,"not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,,,tests/test_tables.py::test_no_incomplete_class_in_table1,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F2-09,F2,"Table 1, writer census from census output","The census records file was read while a census was appending to it, and the read reports what it could not parse.",MEASURED,"The last line of a file being appended to can be half written. Skipping it silently would make a truncated read look like a complete one, so the count is reported in the table and here whether or not it is zero.","82,944 lines seen, 0 skipped as unparseable, from a 242,058,765 byte file last modified 2026-08-02T20:11:52","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage",0,"82,944","not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,,,tests/test_tables.py::test_scan_reports_skipped_lines,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
